,Investigation,Date,Location,Country,Damage,Make,Model,EnginesNo,EngineType,Carrier,Weather,Phase,GeoPoint,Make_Model
125672,Accident,2007-12-18,Phoenix_AZ,US,Substantial,Cessna,310R,2,Reciprocating,Aero_Charter,VMC,Taxi,"33.427223, -112.018334",Cessna_310R
125726,Accident,1982-07-02,NOME_AK,US,Substantial,Britten_norman,BN_2A,2,Reciprocating,"Munz_northern_airlines,_inc.",VMC,Takeoff,Missing,Britten_norman_BN_2A
125737,Accident,1982-06-15,MYRTLEBEACH_SC,US,Destroyed,Beech,A36,1,Reciprocating,Grand_strand_aviation_inc,VMC,Descent,Missing,Beech_A36
125747,Accident,1982-05-26,SANFRANCISCO_CA,US,Substantial,Mcdonnell,DC10_10,3,Turbo_Fan,United_Airlines,VMC,Taxi,Missing,Mcdonnell_DC10_10
125921,Accident,1996-03-13,CRIPPLE_AK,US,Substantial,Cessna,185,1,Reciprocating,Hageland_aviation,VMC,Landing,Missing,Cessna_185
126021,Accident,2011-02-03,Albuquerque_NM,US,Substantial,Cessna,402,2,Reciprocating,South_aero_inc,VMC,Landing,"35.040277, -106.609167",Cessna_402
126030,Accident,2010-12-04,Chicago_IL,US,Substantial,Bombardier,CL_600_2C10,2,Turbo_Fan,Mesa_Airlines,VMC,Standing,"41.981389, -87.906667",Bombardier_CL_600_2C10
126042,Incident,2010-09-25,JohnF.KennedyInternationalAirport_NY,US,Minor,Bombardier,CL600_2D24,2,Turbo_Jet,Atlantic_Southeast,VMC,Landing,"40.64, -73.778334",Bombardier_CL600_2D24
126089,Accident,2009-12-31,Concord_NC,US,Substantial,Piper,PA-32,1,Reciprocating,Ram_air_freight_inc.,IMC,Landing,"35.391666, -80.708333",Piper_PA-32
126094,Accident,2009-11-18,NewMarket_WV,US,Missing,Boeing,777,2,Turbo_Fan,United_Airlines,IMC,Other,"38.655556, -78.708056",Boeing_777
126163,Accident,2012-02-25,DixieValley_NV,US,Substantial,Beech,S35,1,Reciprocating,Danny_lee_urquhart_(dba:_dan_urquhart),VMC,Takeoff,"39.953056, -117.826945",Beech_S35
126167,Accident,2012-01-23,Nikiski_AK,US,Substantial,Cessna,207,1,Reciprocating,Rediske_air,VMC,Landing,"60.725, -151.3",Cessna_207
126187,Accident,2011-09-06,CapeCoral_FL,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Descent,"26.44, -82.05",Boeing_737
126192,Incident,2011-08-29,Moline_IL,US,Minor,Embraer,EMB_145,2,Turbo_Fan,Expressjet_airlines_inc,VMC,Landing,"41.448611, -90.5075",Embraer_EMB_145
126307,Accident,2019-02-08,Missing,US,Destroyed,Convair,C131,2,Reciprocating,Conquest_air_inc,VMC,Other,"25.0, -79.0",Convair_C131
126359,Accident,2013-05-14,FridayHarbor_WA,US,Substantial,Cessna,U206G,1,Reciprocating,Island_air,VMC,Approach,"48.521945, -123.024167",Cessna_U206G
126384,Accident,2012-08-10,Dulles_VA,US,Minor,Airbus,A330,2,Turbo_Fan,Lufthansa,VMC,Taxi,"38.9475, -77.45",Airbus_A330
126420,Accident,2002-10-14,Albany_NY,US,Substantial,De_havilland,DHC_8_102,2,Turbo_Prop,Allegheny_airlines_(dba:_us_airways_express),VMC,Descent,"42.666667, -74.216667",De_havilland_DHC_8_102
126628,Accident,2010-06-28,PIONEER_LA,US,Missing,Embraer,EMB_145,2,Turbo_Fan,American_Airlines,IMC,Other,"32.383611, -94.706944",Embraer_EMB_145
126634,Accident,2010-06-05,Charlotte_NC,US,Substantial,Airbus,A321,2,Turbo_Fan,US_Airways,VMC,Standing,"35.213611, -80.948889",Airbus_A321
126649,Accident,2009-10-27,Atlanta_GA,US,Missing,Boeing,767,2,Turbo_Jet,Delta_Airlines,IMC,Descent,"33.636666, -84.428056",Boeing_767
126662,Accident,2009-08-04,Louisville_KY,US,Minor,Bombardier,CL_600_2B19,2,Turbo_Fan,Pinnacle_airlines_inc_(dba:_delta_connection),IMC,Other,"38.175834, -85.736944",Bombardier_CL_600_2B19
126687,Accident,2011-02-10,Ni'ihau_HI,US,Missing,Boeing,767,2,Turbo_Jet,Japan_airlines_international,VMC,Descent,"21.723334, -160.255278",Boeing_767
126694,Accident,2010-11-02,Pittsburgh_PA,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,Skywest_Airlines,VMC,Standing,"40.488055, -80.226389",Bombardier_CL_600_2B19
126803,Accident,1982-12-09,NEARKLAWOCK_AK,US,Destroyed,De_havilland,DHC_2,1,Reciprocating,"Tyee_airlines,_inc.",VMC,Maneuvering,Missing,De_havilland_DHC_2
126804,Accident,1982-12-07,CHANTILLY_VA,US,Substantial,Swearingen,SA_226TC,2,Turbo_Prop,"Flt_america,_inc",VMC,Landing,Missing,Swearingen_SA_226TC
126805,Accident,1982-11-30,NEWHAVEN_CT,US,Substantial,Fokker,F_27_100,2,Turbo_Prop,Pilgrim_airlines,VMC,Taxi,Missing,Fokker_F_27_100
126811,Accident,1982-11-08,NORFOLK_NE,US,Destroyed,Grumman_american,GA_7,2,Reciprocating,"Mid_plains_flight,_corp.",IMC,Approach,Missing,Grumman_american_GA_7
126813,Accident,1982-11-05,SANFRANCISCO_CA,US,Substantial,Swearingen,SA_226TC,2,Turbo_Prop,Nevada_national_leasing_co.,VMC,Takeoff,Missing,Swearingen_SA_226TC
126833,Accident,1982-05-29,ATLANTICOCEAN,Missing,Missing,Mcdonnell,DC8_52,4,Turbo_Fan,Northeastern_int'l._airways,VMC,Cruise,Missing,Mcdonnell_DC8_52
126843,Accident,1982-05-13,PINEVILLE_LA,US,Substantial,Piper,PA-32,1,Reciprocating,Modern_flying_serv._inc.,VMC,Taxi,Missing,Piper_PA-32
126864,Accident,1982-08-04,CONCORD_NH,US,Destroyed,Piper,PA_28_161,1,Reciprocating,"Coastal_air_services,_inc.",IMC,Approach,Missing,Piper_PA_28_161
126887,Accident,2017-07-23,Edgartown_MA,US,Substantial,Cirrus_design_corp,SR22,1,Reciprocating,Cornerstone_aviation_(dba:_skyline_flight),VMC,Takeoff,"41.361667, -70.523334",Cirrus_design_corp_SR22
126897,Accident,2017-06-30,Chicago_IL,US,Minor,Airbus,A321,2,Turbo_Fan,American_Airlines,VMC,Taxi,"41.977223, -87.898333",Airbus_A321
126933,Accident,2012-05-10,FortLauderdale_FL,US,Missing,Airbus,A319,2,Turbo_Fan,Frontier_Airlines,VMC,Descent,"26.372778, -81.262778",Airbus_A319
126942,Accident,2013-05-04,Newtok_AK,US,Substantial,Cessna,207,1,Reciprocating,Hageland_aviation_(dba:_era_alaska),VMC,Go_around,"60.939166, -164.641389",Cessna_207
126944,Accident,2013-03-26,Anchorage_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Joe_schuster_(dba:_sportsman_air_service),VMC,Taxi,"61.171111, -149.992222",Dehavilland_DHC_2_MK._I(L20A)
126947,Accident,2013-03-07,Atlanta_GA,US,Substantial,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Landing,"33.636666, -84.427778",Boeing_757
126951,Accident,2012-11-29,BryansCorner_OK,US,Substantial,Cessna,208,1,Turbo_Prop,Martinaire_Aviation,VMC,Takeoff,"36.616667, -100.970278",Cessna_208
126982,Accident,2014-01-09,Nashville_TN,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"36.126667, -86.681945",Boeing_737
127162,Accident,1982-12-30,FT.LAUDERDALE_FL,US,Destroyed,Cessna,310R,2,Reciprocating,"Skytel_aviaton,_inc.",VMC,Takeoff,Missing,Cessna_310R
127167,Accident,1982-11-23,CULLMAN_AL,US,Destroyed,Beech,95_B55,2,Reciprocating,Central_american_inter'l_inc.,IMC,Takeoff,Missing,Beech_95_B55
127171,Accident,1982-11-11,NEARSEWARD_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Harbor_air_service,VMC,Landing,Missing,Piper_PA-32
127176,Accident,1982-10-15,PALMSPRINGS_CA,US,Substantial,Swearingen,SA_226TC,2,Turbo_Prop,Borrego_springs_airline,VMC,Standing,Missing,Swearingen_SA_226TC
127271,Incident,2010-03-12,Chicago_IL,US,Minor,Embraer,EMB_145,2,Turbo_Fan,Expressjet_airlines_inc,VMC,Approach,"41.830556, -87.726945",Embraer_EMB_145
127274,Accident,2008-12-21,Jamestown_NY,US,Substantial,Dassault,FAN_JET,2,Turbo_Fan,"Ameristar_jet_charter,_inc.",IMC,Landing,"42.153333, -79.254722",Dassault_FAN_JET
127299,Accident,2009-08-27,ShowLow_AZ,US,Substantial,Cessna,210K,1,Reciprocating,Sedona_sky_treks_inc,VMC,Other,"31.258611, -110.122778",Cessna_210K
127587,Accident,2006-08-16,Tok_AK,US,Substantial,Piper,PA_18,1,Reciprocating,Forty_mile_air_ltd.,VMC,Takeoff,"63.914444, -143.514167",Piper_PA_18
127691,Accident,1982-12-18,NEARPORTALSWO_AK,US,Substantial,De_havilland,DHC_2,1,Reciprocating,Alvin_d._carrell,VMC,Landing,Missing,De_havilland_DHC_2
127693,Accident,1982-12-07,CHANTILLY_VA,US,Substantial,Swearingen,SA_226TC,2,Turbo_Prop,"Flt_america,_inc",VMC,Landing,Missing,Swearingen_SA_226TC
127718,Accident,2007-09-21,Ft.Lauderdale_FL,US,Destroyed,Beech,H_18,2,Reciprocating,Monarch_air_group,VMC,Takeoff,"26.197222, -80.170556",Beech_H_18
127765,Accident,2007-04-12,TraverseCity_MI,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,Pinnacle_air_inc_(dba:_northwest_airlink),IMC,Landing,"44.741666, -85.593333",Bombardier_CL_600_2B19
127807,Accident,2013-12-11,Kalaupapa_HI,US,Destroyed,Cessna,208,1,Turbo_Prop,Makani_kai_air,VMC,Climb,"21.216667, -156.983334",Cessna_208
127844,Accident,2014-08-14,SaltLakeCity_UT,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"40.786389, -111.973056",Boeing_737
128026,Incident,2012-09-21,Denver_CO,US,Missing,Canadair_ltd,CL_600_Challenger,2,Turbo_Fan,Worldwide_jet_charter_llc_(dba:_worldwide_jet_charter_llc),VMC,Cruise,"39.856667, -104.674445",Canadair_ltd_CL_600_Challenger
128285,Accident,2002-06-16,KansasCity_MO,US,Substantial,Mcdonnell,DC_9_82,2,Turbo_Fan,Vanguard_airlines_inc.,VMC,Landing,"39.297777, -94.713889",Mcdonnell_DC_9_82
128414,Accident,2005-12-19,BrevigMission_AK,US,Substantial,Cessna,208,1,Turbo_Prop,"Hageland_aviation_services,_inc.",VMC,Taxi,"65.316667, -166.45",Cessna_208
128515,Accident,2009-10-27,Atlanta_GA,US,Missing,Boeing,767,2,Turbo_Jet,Delta_Airlines,IMC,Descent,"33.636666, -84.428056",Boeing_767
128534,Accident,2009-07-11,Indianapolis_IN,US,Missing,Embraer,ERJ_170_20,2,Turbo_Fan,Republic_Airlines,IMC,Approach,"39.911944, -86.0675",Embraer_ERJ_170_20
128537,Accident,2009-07-10,FortMyers_FL,US,Missing,Airbus,A320,2,Turbo_Fan,Jetblue_airways_corp,VMC,Approach,"26.536111, -81.755278",Airbus_A320
128575,Accident,2008-12-26,KansasCity_MO,US,Missing,Embraer,ERJ_170_10,2,Turbo_Fan,Republic_Airlines,VMC,Descent,Missing,Embraer_ERJ_170_10
128584,Accident,2010-07-04,Alpine_TX,US,Substantial,Cessna,421B,2,Reciprocating,Ohara_flying_service_ii_lp_(dba:_air_ambulance_stat),VMC,Takeoff,"30.400833, -103.665833",Cessna_421B
128751,Accident,1982-03-08,GRANDMARAIS_MN,US,Substantial,Piper,PA_23_250,2,Reciprocating,Northern_airmotive_inc,VMC,Approach,Missing,Piper_PA_23_250
128757,Accident,1982-02-05,LAMBSBURG_VA,US,Destroyed,Piper,PA-32,1,Reciprocating,Air_security_transport_corpora,IMC,Cruise,Missing,Piper_PA-32
128798,Accident,1982-09-14,MAHONEYCREEK_ID,US,Destroyed,De_havilland,DHC_II,1,Reciprocating,James_f._searles,VMC,Approach,Missing,De_havilland_DHC_II
128826,Accident,2009-06-15,RapidCity_SD,US,Missing,Beech,B100,2,Turbo_Prop,Air_methods_corporation_(dba:_black_hills_life_flight),VMC,Descent,"44.045277, -103.0575",Beech_B100
128838,Accident,2009-05-04,Denver_CO,US,Substantial,Airbus,A320,2,Turbo_Fan,Northwest_Airlines,VMC,Landing,Missing,Airbus_A320
128841,Accident,2009-04-20,NewYork_NY,US,Substantial,Boeing,767,2,Turbo_Fan,Royal_air_maroc,VMC,Landing,Missing,Boeing_767
128965,Accident,2010-04-04,Honolulu_HI,US,Substantial,Piper,PA_31,2,Reciprocating,Pacific_air_charters,VMC,Taxi,"21.318611, -157.922223",Piper_PA_31
129154,Incident,2014-05-21,Warren_VT,US,Minor,Embraer,EMB_145,2,Turbo_Prop,Wiggins_airways_inc_(dba:_wiggins_airways),VMC,Other,"44.1175, -72.826945",Embraer_EMB_145
129157,Accident,2014-04-21,PutinBay_OH,US,Substantial,Piper,PA_28_181,1,Reciprocating,Griffing_flying_service,VMC,Approach,"41.631667, -82.835277",Piper_PA_28_181
129174,Accident,2011-08-03,Northway_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Copper_valley_air_service_llc,VMC,Landing,"61.292777, -141.404722",Dehavilland_DHC_2_MK._I(L20A)
129188,Accident,2011-05-12,Atlanta_GA,US,Minor,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"33.636666, -84.428056",Boeing_737
129198,Accident,2011-03-30,Greensboro_NC,US,Substantial,Beech,58,2,Reciprocating,"Jet_logistics,_inc",IMC,Go_around,"36.078334, -79.990555",Beech_58
129396,Accident,2007-05-22,Kokomo_IN,US,Substantial,Cessna,421C,2,Reciprocating,"Miller,_dave_(dba:_miller_aviation)",VMC,Takeoff,"40.528056, -86.058889",Cessna_421C
129606,Accident,2017-05-01,ChignikLake_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Grant_aviation_inc,UNK,Other,"56.140277, -158.805",Cessna_208
129910,Incident,2011-10-10,Atlanta_GA,US,Minor,Boeing,757,2,Turbo_Jet,Delta_Airlines,VMC,Takeoff,"33.763333, -84.401667",Boeing_757
129926,Incident,2009-06-23,Kagoshima_Japan,Japan,Missing,Airbus,A330,2,Turbo_Fan,Northwest_Airlines,IMC,Other,Missing,Airbus_A330
129947,Accident,2009-04-20,Phoenix_AZ,US,Substantial,De_havilland,DHC_8,2,Turbo_Prop,Mesa_Airlines,VMC,Taxi,"33.434166, -112.011389",De_havilland_DHC_8
129956,Incident,2010-01-19,Charleston_WV,US,Minor,Bombardier,CL600,2,Turbo_Fan,PSA_Airlines,VMC,Takeoff,Missing,Bombardier_CL600
129987,Incident,2009-07-30,TraverseCity_MI,US,Missing,Saab,340B,2,Turbo_Prop,Mesa_Airlines,VMC,Cruise,"44.741666, -85.5825",Saab_340B
130012,Incident,2010-12-29,JacksonHole_WY,US,Missing,Boeing,757,2,Turbo_Fan,American_Airlines,IMC,Landing,Missing,Boeing_757
130035,Accident,2010-01-21,SandPoint_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,"Alaska_central_express,_inc.",VMC,Takeoff,"55.332778, -160.541111",Beech_1900C
130039,Incident,2009-12-25,Dallas_TX,US,Minor,Atr,ATR72,2,Turbo_Prop,Executive_airlines_inc_(dba:_american_eagle),VMC,Descent,"32.891389, -97.036111",Atr_ATR72
130055,Accident,2009-07-11,Indianapolis_IN,US,Missing,Embraer,ERJ_170_20,2,Turbo_Fan,Republic_Airlines,IMC,Approach,"39.911944, -86.0675",Embraer_ERJ_170_20
130063,Accident,2009-05-16,Burlington_WA,US,Substantial,Cessna,172,1,Reciprocating,Westwind_aviation_inc.,VMC,Landing,"48.473611, -122.420834",Cessna_172
130573,Incident,2005-05-12,UnionStar_MO,US,Missing,Boeing,717,2,Turbo_Fan,Midwest_airlines,IMC,Climb,"39.966667, -94.583333",Boeing_717
131330,Incident,2008-08-06,LasVegas_NV,US,Missing,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Takeoff,"36.08, -115.152222",Boeing_757
131332,Accident,2008-08-04,Aniak_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Frontier_Airlines,VMC,Takeoff,"61.581667, -159.543055",Piper_PA_31
131335,Accident,2011-01-06,Kipnuk_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Hageland_aviation,VMC,Landing,"59.932778, -164.030278",Cessna_208
131337,Accident,2010-12-27,Columbus_OH,US,Substantial,Aero_commander,500_B,2,Reciprocating,Central_airlines_inc,IMC,Approach,"40.079723, -83.072778",Aero_commander_500_B
131506,Accident,1982-08-25,NEARDILLINGHAM_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Peter_reichard,VMC,Takeoff,Missing,Piper_PA-32
131535,Incident,1982-05-18,GILLETTE_WY,US,Minor,Gulfstream,G_159C,2,Turbo_Prop,US_Airways,VMC,Landing,Missing,Gulfstream_G_159C
131598,Accident,2018-06-29,SiouxFalls_SD,US,Missing,Beech,B200GT,2,Turbo_Prop,Sanford_airmed,VMC,Other,Missing,Beech_B200GT
131703,Accident,2013-07-10,Fallon_NV,US,Substantial,Raytheon_aircraft_company,A36,1,Reciprocating,Dan_urquhart_(dba:_silver_sage_aviation),VMC,Takeoff,"39.499166, -118.748889",Raytheon_aircraft_company_A36
131714,Incident,2011-08-06,Atlanta_GA,US,Minor,Mcdonnell,DC_9_51,2,Turbo_Jet,Delta_Airlines,VMC,Takeoff,"33.763333, -84.401667",Mcdonnell_DC_9_51
131718,Accident,2011-07-29,Tangshan_China,China,Missing,Boeing,747,4,Turbo_Fan,United_Airlines,VMC,Climb,Missing,Boeing_747
131725,Accident,2011-07-14,Boston_MA,US,Minor,Boeing,767,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"42.353333, -71.014444",Boeing_767
131727,Accident,2011-07-09,Anchorage_AK,US,Substantial,Cessna,U206E,1,Reciprocating,Great_northern_air_llc_(dba:_great_northern_air),VMC,Other,Missing,Cessna_U206E
131778,Accident,2010-02-19,Anchorage_AK,US,Minor,Boeing,747,4,Turbo_Fan,United_Airlines,UNK,Other,"61.174445, -149.996389",Boeing_747
132002,Accident,2011-02-27,Naches_WA,US,Missing,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Descent,"46.811389, -120.951944",Boeing_757
132036,Incident,2010-09-28,Milwaukee_WI,US,Minor,Bombardier,CL600_2B19,2,Turbo_Jet,Skywest_Airlines,VMC,Landing,"42.947222, -87.896666",Bombardier_CL600_2B19
132086,Incident,2011-05-21,PeachSprings_AZ,US,Missing,Dehavilland,DHC_6_300,2,Turbo_Prop,Grand_canyon_airlines_inc,VMC,Other,Missing,Dehavilland_DHC_6_300
132374,Accident,1990-04-16,FORTLAUDERDALE_FL,US,Substantial,Embraer,EMB_145,2,Turbo_Prop,Comair,VMC,Taxi,Missing,Embraer_EMB_145
132421,Accident,2003-12-16,Mosinee_WI,US,Substantial,Beech,99,2,Turbo_Prop,Freight_runners_express_inc,IMC,Landing,"44.7775, -89.666667",Beech_99
132701,Accident,2010-07-23,Ketchikan_AK,US,Substantial,Dehavilland,BEAVER_DHC_2_MK.1,1,Reciprocating,"Pacific_airways,_inc.",IMC,Maneuvering,"55.400556, -131.736389",Dehavilland_BEAVER_DHC_2_MK.1
132709,Accident,2010-06-05,Charlotte_NC,US,Minor,Airbus,A330,2,Turbo_Fan,US_Airways,VMC,Taxi,"35.213611, -80.948889",Airbus_A330
132731,Accident,2010-12-18,Philadelphia_PA,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Taxi,"39.872223, -75.240833",Boeing_737
132733,Incident,2010-12-01,Toledo_OH,US,Missing,Cessna,560XL,2,Turbo_Fan,Netjets_Airlines,VMC,Landing,"41.586944, -83.807778",Cessna_560XL
132756,Accident,2011-08-13,McGrath_AK,US,Substantial,Cessna,207,1,Reciprocating,Inland_aviation_services,IMC,Other,"63.101944, -156.990277",Cessna_207
132766,Accident,2011-07-17,MatinicusIsland_ME,US,Substantial,Cessna,U206G,1,Reciprocating,Penobscot_island_air,VMC,Takeoff,"43.871111, -68.893333",Cessna_U206G
132782,Accident,2011-04-16,Cheltenham_MD,US,Missing,Boeing,757,2,Turbo_Fan,US_Airways,IMC,Descent,"38.705556, -76.744444",Boeing_757
132785,Accident,2010-10-29,FortLauderdale_FL,US,Substantial,Boeing,737,2,Turbo_Fan,Westjet,VMC,Standing,"26.072778, -80.152778",Boeing_737
134107,Incident,1982-09-02,WASHINGTON_DC,US,Missing,Boeing,727,3,Turbo_Fan,"Western_airlines,_inc.",VMC,Descent,Missing,Boeing_727
134311,Incident,2009-11-14,KansasCity_MO,US,Minor,Airbus,A319,2,Turbo_Fan,Frontier_Airlines,VMC,Climb,"39.297777, -94.713889",Airbus_A319
134318,Accident,2009-10-05,Unknown_Argentina,Argentina,Missing,Boeing,767,2,Turbo_Fan,Delta_Airlines,VMC,Other,"-34.626111, -52.639444",Boeing_767
134462,Incident,2016-12-04,SanAntonio_TX,US,Minor,Embraer,ERJ170_200LR,2,Turbo_Fan,Skywest_Airlines,VMC,Landing,"29.531389, -98.468334",Embraer_ERJ170_200LR
134463,Accident,2016-11-20,McGrath_AK,US,Minor,Piper,PA-32,1,Reciprocating,Bidzy_ta_hot_aana_corp_(dba:_tanana_air_service),VMC,Descent,"62.952778, -155.605556",Piper_PA-32
134465,Accident,2016-11-08,Salmon_ID,US,Substantial,Cessna,172,1,Reciprocating,Mccall_aviation_inc_(dba:_mccall_air),VMC,Takeoff,"45.104722, -114.798611",Cessna_172
134466,Accident,2016-10-28,Chicago_IL,US,Substantial,Boeing,767,2,Turbo_Fan,American_Airlines,VMC,Takeoff,"41.968889, -87.917778",Boeing_767
134513,Accident,2006-04-04,Memphis_TN,US,Substantial,Mcdonnell,DC10,3,Turbo_Fan,Fedex_express,VMC,Climb,Missing,Mcdonnell_DC10
134514,Accident,2006-03-20,Shreveport_LA,US,Substantial,Aero_commander,AC50,2,Reciprocating,Central_Air_Southwest,IMC,Approach,"32.441111, -93.821945",Aero_commander_AC50
134741,Incident,2006-01-02,SantaMaria_CA,US,Missing,Saab,SF340B+,2,Turbo_Prop,American_Airlines,IMC,Climb,"35.0525, -120.121667",Saab_SF340B+
134809,Accident,2010-04-09,LosAngeles_CA,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"33.946666, -118.400278",Boeing_737
134810,Accident,2010-04-03,Runnells_IA,US,Missing,Embraer,ERJ_170_100_SE,2,Turbo_Fan,Republic_Airlines,VMC,Other,"41.525556, -93.313333",Embraer_ERJ_170_100_SE
134815,Accident,2010-03-05,Nanwalek_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Smokey_bay_air_inc,VMC,Landing,"59.353333, -151.930556",Cessna_U206G
134855,Accident,2009-10-26,PleasantGrove_NC,US,Missing,Boeing,717,2,Turbo_Fan,Air_tran_airways,VMC,Descent,"36.894444, -76.201111",Boeing_717
134894,Accident,2010-06-19,NewYork_NY,US,Substantial,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"40.65, -73.783334",Boeing_737
134938,Accident,2005-08-08,Newark_NJ,US,Substantial,Boeing,737,2,Turbo_Jet,Continental_Airlines,VMC,Taxi,"40.7, -74.172223",Boeing_737
134967,Incident,1982-09-21,NEARDILLINGHAM_AK,US,Minor,Cessna,C_207,1,Reciprocating,Yute_air_alaska_inc.,VMC,Climb,Missing,Cessna_C_207
134968,Accident,1982-09-18,42NMESEOFYAK_AK,US,Substantial,Cessna,U206A,1,Reciprocating,Gulf_air_taxi,VMC,Takeoff,Missing,Cessna_U206A
134993,Incident,1982-08-21,HONOLULU_HI,US,Minor,Mcdonnell,DC-10,3,Turbo_Fan,"World_airways,_inc.",VMC,Takeoff,Missing,Mcdonnell_DC-10
135090,Accident,2004-08-04,Huslia_AK,US,Substantial,Cessna,402,2,Reciprocating,Arctic_circle_air_service_inc_(dba:_arctic_circle_air),VMC,Landing,"65.6975, -156.351111",Cessna_402
135216,Incident,2013-12-23,St.Louis_MO,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,UNK,Takeoff,"38.750278, -90.375556",Boeing_737
135259,Accident,2016-01-28,Titusville_FL,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Descent,"28.5, -79.5",Boeing_737
135266,Accident,2015-12-15,Nashville_TN,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Taxi,"36.1, -86.6",Boeing_737
135268,Accident,2015-11-23,Philadelphia_PA,US,Missing,Airbus,A319,2,Turbo_Fan,American_Airlines,VMC,Other,"39.880834, -75.253056",Airbus_A319
135269,Accident,2015-11-16,Portland_OR,US,Substantial,Piper,PA_31,2,Reciprocating,Ameriflight_Airlines,VMC,Taxi,"45.585833, -122.608889",Piper_PA_31
135288,Accident,2014-11-18,Chicago_IL,US,Substantial,Aero_commander,500_B,2,Reciprocating,Central_Air_Southwest,VMC,Approach,"41.774445, 87.738055",Aero_commander_500_B
135513,Accident,2008-12-27,RockSprings_WY,US,Substantial,Cessna,208,1,Turbo_Prop,Corporate_air,VMC,Taxi,"41.594166, -109.065",Cessna_208
135699,Accident,1982-12-09,DENVER_CO,US,Missing,Boeing,737,2,Turbo_Fan,Frontier_Airlines,VMC,Taxi,Missing,Boeing_737
136000,Accident,2005-07-03,ExcursionInlet_AK,US,Substantial,Cessna,207,1,Reciprocating,Wings_of_alaska_(dba:_wings_of_alaska),VMC,Taxi,"58.420556, -135.432223",Cessna_207
136127,Accident,2003-07-09,Kotzebue_AK,US,Missing,Cessna,208,1,Turbo_Prop,"Hageland_aviation_services_inc_(dba:_hageland_aviation_services,_inc.)",VMC,Cruise,"66.885555, -162.598611",Cessna_208
136205,Incident,2009-12-03,Rome_NY,US,Missing,Cessna,208,1,Turbo_Prop,"Wiggins_airways,_inc.",VMC,Climb,"43.233889, -75.406944",Cessna_208
136215,Accident,2009-09-15,LimeVillage_AK,US,Substantial,Piper,PA_12,1,Reciprocating,Magnuson_airways_llc,VMC,Takeoff,"61.5, -154.116667",Piper_PA_12
136221,Accident,2009-08-23,Kremmling_CO,US,Missing,Cessna,CE_560,2,Turbo_Fan,Netjets_Airlines,VMC,Taxi,"40.053611, -106.368889",Cessna_CE_560
136230,Incident,2009-08-03,Bavaro_DominicanRepublic,Dominican_Republic,Missing,Boeing,767,2,Turbo_Jet,Continental_Airlines,VMC,Cruise,"19.736944, -68.554167",Boeing_767
136264,Accident,2011-04-14,ColdBay_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Peninsula_Airways,VMC,Other,"55.733333, -162.983333",Piper_PA-32
