,Investigation,Date,Location,Country,Damage,Make,Model,EnginesNo,EngineType,Carrier,Weather,Phase,GeoPoint,Make_Model
85017,Accident,2009-12-18,Dallas_TX,US,Substantial,Bombardier,CL600_2C10,2,Turbo_Fan,American_Airlines,VMC,Standing,"32.896944, -97.038055",Bombardier_CL600_2C10
85029,Accident,2009-08-27,Inverness_FL,US,Missing,Boeing,717,2,Turbo_Jet,Airtran_airways_(dba:_airtran_airways),IMC,Climb,"29.0, -82.9",Boeing_717
85041,Accident,2009-04-20,Moab_UT,US,Substantial,Cessna,T210L,1,Reciprocating,Arrow_west_aviation_inc,VMC,Landing,"38.754722, -109.754722",Cessna_T210L
85107,Accident,2018-10-03,Gambell_AK,US,Substantial,Beech,1900,2,Turbo_Prop,Hageland_aviation,IMC,Landing,"63.772778, -171.734722",Beech_1900
85309,Accident,2013-10-21,Wailea_HI,US,Substantial,Cessna,208,1,Turbo_Prop,Mokulele_flight_service_inc,VMC,Climb,"21.1, -156.716667",Cessna_208
85311,Accident,2013-10-06,TinianIsland_MP,US,Destroyed,Piper,PA32___300,1,Reciprocating,Star_marianas_air_inc,VMC,Maneuvering,"15.062222, 145.623611",Piper_PA32___300
85413,Accident,2009-09-15,Sheffield_MA,US,Destroyed,Cessna,208,1,Turbo_Prop,North_american_flight_services_inc,VMC,Climb,"42.118889, -73.694722",Cessna_208
85423,Accident,2009-08-16,McCarthy_AK,US,Substantial,Cessna,185,1,Reciprocating,Wrangell_mountain_air_inc_(dba:_wrangell_mountain_air),VMC,Landing,"61.55, -142.5",Cessna_185
85431,Accident,2009-07-27,Norfolk_VA,US,Missing,Embraer,EMB_145,2,Turbo_Fan,Republic_Airlines,VMC,Climb,"36.894444, -76.201111",Embraer_EMB_145
85488,Accident,2008-08-16,SanFrancisco_CA,US,Missing,Boeing,777,2,Turbo_Fan,Eva_air,VMC,Standing,"37.618889, -122.374723",Boeing_777
85491,Accident,2008-07-31,Owatonna_MN,US,Destroyed,Raytheon_corporate_jets,BAE_125_800A,2,Turbo_Fan,"East_coast_jets_inc.,",VMC,Other,"44.12, -93.26",Raytheon_corporate_jets_BAE_125_800A
85585,Incident,2016-07-07,RapidCity_SD,US,Missing,Airbus,A320,2,Turbo_Fan,Delta_Airlines,VMC,Landing,"44.1475, -103.106667",Airbus_A320
85873,Accident,2005-08-29,Tyonek_AK,US,Substantial,Cessna,172,1,Reciprocating,Great_northern_air_llc,VMC,Takeoff,"61.166667, -151.034166",Cessna_172
85955,Accident,2008-03-15,FortLauderdale_FL,US,Substantial,Cessna,402,2,Reciprocating,Bimini_island_air_inc,VMC,Other,"26.196666, -80.17",Cessna_402
86209,Accident,2012-03-13,Ketchikan_AK,US,Substantial,Dehavilland,BEAVER_DHC_2,1,Reciprocating,"Southeast_aviation,_llc",IMC,Maneuvering,"55.055556, -132.103333",Dehavilland_BEAVER_DHC_2
86302,Incident,2013-05-19,Atlanta_GA,US,Minor,Boeing,747,4,Turbo_Fan,China_Airlines,VMC,Approach,"33.640833, -84.427778",Boeing_747
86345,Accident,2012-05-22,Talkeetna_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Rust_properties_llc_(dba:_k2_aviation),VMC,Landing,"62.318889, -150.089444",Dehavilland_DHC_2_MK._I(L20A)
86349,Accident,2012-05-07,Culebra_PR,US,Substantial,Cessna,172,1,Reciprocating,Isla_grande_flying_sch00l_and_service_corporation,VMC,Takeoff,"18.313056, -65.304167",Cessna_172
86350,Accident,2015-11-16,Portland_OR,US,Substantial,Piper,PA_31,2,Reciprocating,Ameriflight_Airlines,VMC,Taxi,"45.585833, -122.608889",Piper_PA_31
86390,Accident,2013-11-06,Donnelly_ID,US,Destroyed,Cessna,U206F,1,Reciprocating,Mccall_aviation_inc._(dba:_mccall_air),VMC,Maneuvering,"44.745833, -115.826945",Cessna_U206F
86394,Accident,2013-10-06,Culebra_PR,US,Substantial,Britten_norman,BN_2A_8,2,Reciprocating,Air_Charter,VMC,Cruise,"18.25, -65.383334",Britten_norman_BN_2A_8
86425,Accident,2014-05-14,Aniak_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Hageland_aviation_services_inc_(dba:_ravn_alaska_dba_ravn_connect),VMC,Taxi,"61.575834, -159.535",Cessna_208
86459,Accident,2015-08-23,Oakland_CA,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Taxi,"37.721667, -122.221667",Boeing_737
86506,Incident,2008-02-13,Hilo_HI,US,Missing,Bombardier,CL_600,2,Turbo_Fan,Mesa_Airlines,VMC,Climb,"19.622223, -154.863889",Bombardier_CL_600
86523,Incident,2009-02-21,SaltLakeCity_UT,US,Minor,Embraer,EMB_145,2,Turbo_Prop,Skywest_Airlines,VMC,Taxi,"40.788333, -111.9775",Embraer_EMB_145
86532,Accident,2008-12-26,KansasCity_MO,US,Missing,Embraer,ERJ_170_10,2,Turbo_Fan,Republic_Airlines,VMC,Descent,Missing,Embraer_ERJ_170_10
86576,Incident,2013-03-05,Danville_CA,US,Minor,Bombardier,DHC_8_402,2,Turbo_Prop,Horizon_air,VMC,Climb,"37.839444, -122.003333",Bombardier_DHC_8_402
86594,Accident,2012-10-21,Talkeetna_AK,US,Substantial,Cessna,A185E,1,Reciprocating,Talkeetna_air_taxi_inc,VMC,Landing,"62.320556, -150.093611",Cessna_A185E
86596,Incident,2012-10-19,Nantucket_MA,US,Minor,Cessna,560XL,2,Turbo_Fan,Netjets_Airlines,VMC,Takeoff,"41.253056, -70.060278",Cessna_560XL
86674,Accident,1982-05-08,MEDICINEBOW_WY,US,Substantial,Piper,PA_28R_200,1,Reciprocating,Gillis_aviation,VMC,Takeoff,Missing,Piper_PA_28R_200
86935,Accident,2015-02-24,St.Louis_MO,US,Missing,Mcdonnell,MD_11F,3,Turbo_Fan,Fedex_express,VMC,Standing,"38.0, -90.0",Mcdonnell_MD_11F
86961,Accident,2017-03-11,Kalaupapa_HI,US,Substantial,Cessna,208,2,Turbo_Prop,Schuman_aviation_co._ltd_(dba:_makana_kai_air),VMC,Go_around,"21.211111, -156.973611",Cessna_208
86968,Accident,2016-12-15,Willow_AK,US,Substantial,Maule,MX_7,1,Reciprocating,Barry_l._stanley/kirsten_e._stanley_(dba:_denali_flying_service),VMC,Takeoff,"61.860278, -151.405556",Maule_MX_7
86969,Accident,2016-12-13,Denver_CO,US,Missing,Boeing,737,2,Turbo_Fan,United_Airlines,IMC,Descent,"39.86, -104.67",Boeing_737
86996,Accident,2016-07-28,Bermuda_Bermuda,Bermuda,Missing,Airbus,A321,2,Turbo_Fan,Jetblue,VMC,Cruise,"28.8, -67.6",Airbus_A321
87146,Accident,2015-09-08,LasVegas_NV,US,Substantial,Boeing,777,2,Turbo_Fan,British_Airlines,VMC,Takeoff,"36.083056, -115.151389",Boeing_777
87176,Accident,2018-04-11,Atqasuk_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Ravn_connect,UNK,Descent,Missing,Cessna_208
87181,Accident,2018-02-11,Nenana_AK,US,Substantial,Cessna,180,1,Reciprocating,Mallen_air_llc,VMC,Landing,"64.364444, -150.537222",Cessna_180
87182,Accident,2018-02-04,Cleveland_OH,US,Substantial,Raytheon_aircraft_company,400A,1,Turbo_Fan,"Travel_management,_inc",IMC,Landing,Missing,Raytheon_aircraft_company_400A
87188,Incident,2017-12-29,Pullman_WA,US,Missing,Bombardier,DHC_8_402,2,Turbo_Prop,Horizon_air_industries_inc,IMC,Landing,"46.742777, -117.116945",Bombardier_DHC_8_402
88221,Accident,2008-02-27,Tampa_FL,US,Substantial,Cessna,210L,1,Reciprocating,Flight_express_inc,VMC,Landing,"27.975556, -82.533056",Cessna_210L
88284,Accident,2007-06-17,Egegik_AK,US,Substantial,Britten_norman,BN2A26,1,Reciprocating,Island_air_service,VMC,Landing,"56.186944, -157.385555",Britten_norman_BN2A26
88302,Accident,2016-03-05,Albuquerque_NM,US,Substantial,Boeing,767,2,Turbo_Fan,United_Airlines,VMC,Landing,"35.02, -106.5",Boeing_767
88816,Accident,2012-03-20,Laverne_OK,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"36.551667, -93.619445",Boeing_737
88830,Accident,2011-12-01,Modesto_CA,US,Missing,Boeing,757,2,Turbo_Jet,United_Airlines,VMC,Approach,"37.785277, -119.706944",Boeing_757
88882,Accident,2011-05-25,Sedona_AZ,US,Substantial,Embraer,EMB_145,2,Turbo_Fan,Superior_air_charter_llc_(dba:_jet_suites),VMC,Landing,"34.848333, -111.788333",Embraer_EMB_145
89083,Incident,1991-06-06,BOSTON_MA,US,Minor,Boeing,727,3,Turbo_Fan,US_Airways,VMC,Takeoff,Missing,Boeing_727
89204,Incident,2013-12-11,EauClaire_WI,US,Minor,Beech,E90,2,Turbo_Prop,Bemidji_Aviation,VMC,Other,"44.0, -91.0",Beech_E90
89205,Accident,2013-11-29,SaintMarys_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Hageland_aviation_(dba:_era_alaska),IMC,Approach,"62.050833, -163.269167",Cessna_208
89301,Accident,2012-10-04,Milwaukee_WI,US,Substantial,Boeing,717,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"42.941389, -87.891389",Boeing_717
89423,Incident,1982-03-09,SOUTHBEND_IN,US,Minor,Swearingen,SA_266TC,2,Turbo_Prop,British_Airlines,UNK,Maneuvering,Missing,Swearingen_SA_266TC
89424,Accident,1982-03-03,CROWNPOINT_NM,US,Substantial,Piper,PA-32,1,Reciprocating,Window_rock_airways,VMC,Landing,Missing,Piper_PA-32
89428,Accident,1982-02-17,MITCHELL_SD,US,Substantial,Piper,PA_23,2,Reciprocating,Four_lakes_aviation_corp,IMC,Approach,Missing,Piper_PA_23
89442,Accident,2013-11-25,Nuiqsut_AK,US,Substantial,Mcdonnell,DC_6,4,Reciprocating,Tatonduk_outfitters_ltd_(dba:_everts_air_cargo),VMC,Takeoff,"70.344166, -150.944722",Mcdonnell_DC_6
89443,Accident,2013-11-22,Deadhorse_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,"Hageland_aviation_services,_inc_(dba:_era_alaska)",IMC,Approach,"70.008333, -147.022223",Beech_1900C
89466,Accident,2013-07-17,Chicago_IL,US,Substantial,Cessna,208,1,Turbo_Prop,Multi_aero_inc_(dba:_air_choice_one),VMC,Standing,"41.981389, -87.906667",Cessna_208
89468,Accident,2013-07-12,Atlanta_GA,US,Missing,Boeing,777,2,Turbo_Jet,Delta_Airlines,VMC,Descent,"33.91, -84.083056",Boeing_777
89643,Accident,1982-05-22,MEMPHIS_TN,US,Missing,Mcdonnell,DC_9_15F,2,Turbo_Jet,Republic_Airlines,VMC,Descent,Missing,Mcdonnell_DC_9_15F
89653,Accident,1982-05-13,PINEVILLE_LA,US,Substantial,Piper,PA-32,1,Reciprocating,Modern_flying_serv._inc.,VMC,Taxi,Missing,Piper_PA-32
89674,Accident,1982-08-23,CHARLOTTEAMALI,Missing,Substantial,Mcdonnell,C_47,2,Reciprocating,Carib_air_cargo,VMC,Taxi,Missing,Mcdonnell_C_47
89727,Incident,2014-02-24,Emmonak_AK,US,Minor,Mcdonnell,C_118A,4,Reciprocating,Tatonduk_outfitters_limited_dba,VMC,Unknown,"62.791389, -164.504167",Mcdonnell_C_118A
89768,Accident,2016-01-03,Raleigh_NC,US,Missing,Embraer,ERJ_170_100_SE,2,Turbo_Fan,Shuttle_america_corp,VMC,Other,"35.8775, -78.7875",Embraer_ERJ_170_100_SE
89794,Accident,2015-07-17,Juneau_AK,US,Substantial,Cessna,207,1,Reciprocating,"Sea_port_airlines,_inc_(dba:_wings_of_alaska)",VMC,Other,"58.335277, -135.066945",Cessna_207
89799,Accident,2015-06-28,Boston_MA,US,Missing,Airbus,A320,2,Turbo_Fan,Delta_Airlines,UNK,Descent,"0.0, 0.0",Airbus_A320
89918,Accident,2014-06-20,Kabul_Afghanistan,Afghanistan,Substantial,Boeing,767,2,Turbo_Fan,Omni_air_international_inc,VMC,Landing,"34.561667, 69.228889",Boeing_767
89964,Accident,2010-06-08,Tampa_FL,US,Substantial,Cessna,210L,1,Reciprocating,Flight_express_inc,VMC,Takeoff,"27.975278, -82.533056",Cessna_210L
89985,Accident,2008-12-03,Madison_WI,US,Substantial,Mcdonnell,DC_9_50,2,Turbo_Fan,Northwest_Airlines,IMC,Taxi,"43.139722, -89.3375",Mcdonnell_DC_9_50
90193,Accident,2004-06-14,Kodiak_AK,US,Destroyed,Beech,C_45H,2,Turbo_Prop,Bellair_inc,IMC,Go_around,"57.761667, -152.303056",Beech_C_45H
90985,Accident,2015-02-24,Baltimore_MD,US,Substantial,Cessna,208,1,Turbo_Prop,Mountain_air_cargo_inc,VMC,Taxi,"39.184722, -76.667223",Cessna_208
91278,Accident,1988-12-23,MidwayIslands_PO,US,Missing,Boeing,747,4,Turbo_Fan,United_Airlines,UNK,Cruise,"38.54, -173.24",Boeing_747
91602,Accident,2010-03-15,Kodiak_AK,US,Substantial,Britten_norman,BN_2A_21,2,Reciprocating,Servant_air_inc._(dba:_servant_air),VMC,Takeoff,"57.75, -152.493889",Britten_norman_BN_2A_21
91606,Accident,2010-02-24,Minneapolis_MN,US,Substantial,Hawker_beechcraft_corp.,65_A80,2,Reciprocating,Bemidji_Aviation,VMC,Standing,"44.881945, -93.221667",Hawker_beechcraft_corp._65_A80
91796,Accident,2014-11-18,Chicago_IL,US,Substantial,Aero_commander,500_B,2,Reciprocating,Central_Air_Southwest,VMC,Approach,"41.774445, 87.738055",Aero_commander_500_B
91837,Incident,1982-12-13,WICHITA_KS,US,Minor,Beech,100,2,Turbo_Prop,"Ozark_skyways,_inc.",VMC,Cruise,Missing,Beech_100
91841,Accident,1982-11-30,NEWHAVEN_CT,US,Substantial,Fokker,F_27_100,2,Turbo_Prop,Pilgrim_airlines,VMC,Taxi,Missing,Fokker_F_27_100
91880,Accident,1982-09-15,KEMMERER_WY,US,Substantial,Cessna,U206F,1,Reciprocating,Air_express_corporation,VMC,Takeoff,Missing,Cessna_U206F
91913,Accident,2010-01-06,Kearney_NE,US,Substantial,Beech,C_99,2,Turbo_Prop,Ameriflight_Airlines,IMC,Landing,"40.726945, -99.006667",Beech_C_99
92190,Accident,1982-11-01,MEADVILLE_PA,US,Substantial,Cessna,402,2,Reciprocating,"Darne,_inc.",VMC,Landing,Missing,Cessna_402
92195,Accident,1982-10-17,INDIANAPOLIS_IN,US,Substantial,Swearingen,SA227_AC,2,Turbo_Prop,Miostates_airlines,VMC,Taxi,Missing,Swearingen_SA227_AC
92271,Accident,2012-05-24,McGrath_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,Alaska_central_express_inc.,VMC,Landing,"62.951667, -155.604167",Beech_1900C
92420,Accident,1982-02-05,LAMBSBURG_VA,US,Destroyed,Piper,PA-32,1,Reciprocating,Air_security_transport_corpora,IMC,Cruise,Missing,Piper_PA-32
92433,Accident,1982-10-29,STONYRIVER_AK,US,Substantial,Cessna,185,1,Reciprocating,Jack_r._smith,VMC,Landing,Missing,Cessna_185
92434,Incident,1982-10-28,CLARKSVILLE_TN,US,Minor,Beech,B99,2,Turbo_Prop,Air_kentucky_airline,VMC,Landing,Missing,Beech_B99
92512,Accident,2013-11-28,Montrose_PA,US,Substantial,Cessna,210L,1,Reciprocating,"Airnet_systems,_inc.",VMC,Other,"41.841666, -75.806944",Cessna_210L
92525,Accident,2017-06-30,Chicago_IL,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,Skywest_Airlines,VMC,Taxi,"41.977223, -87.898333",Bombardier_CL_600_2B19
92530,Accident,2017-06-06,Homer_AK,US,Substantial,Cessna,207,1,Reciprocating,"Northair,_inc.",VMC,Other,"59.866111, -153.118611",Cessna_207
92534,Accident,2017-05-24,ElfinCove_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Kalinin_partners_llc._(dba:_alaska_seaplanes),VMC,Landing,"58.195277, -136.348333",Cessna_208
92658,Accident,2013-04-15,PortAlsworth_AK,US,Substantial,Beech,A36,1,Reciprocating,"Lake_clark_air,_inc",VMC,Landing,"60.198611, -154.324723",Beech_A36
92671,Accident,2013-03-08,Talkeetna_AK,US,Substantial,Cessna,A185F,1,Reciprocating,Talkeetna_air_taxi_inc,VMC,Taxi,"62.856944, -150.701944",Cessna_A185F
92723,Incident,2011-03-18,Akron_OH,US,Minor,Embraer,EMB_145,2,Turbo_Fan,Express_jet_(dba:_united_express),VMC,Landing,"40.915, -81.443611",Embraer_EMB_145
92731,Incident,2011-02-20,Southlake_TX,US,Minor,Boeing,737,2,Turbo_Fan,American_Airlines,VMC,Taxi,"32.896944, -97.038055",Boeing_737
92774,Accident,2009-04-10,Nunapitchuk_AK,US,Substantial,Piper,PA-32,1,Reciprocating,J_p_air_service_llc,VMC,Approach,"60.906111, -162.440555",Piper_PA-32
92783,Accident,2009-01-27,Lubbock_TX,US,Substantial,Aerospatiale_alenia,ATR_42_320,2,Turbo_Prop,Empire_airlines,IMC,Approach,"33.658056, -101.820278",Aerospatiale_alenia_ATR_42_320
92787,Accident,2009-12-10,St.Louis_MO,US,Substantial,Beech,200,2,Turbo_Prop,Butler_aviation_inc,VMC,Landing,"38.748611, -90.37",Beech_200
92956,Accident,2017-11-22,PresqueIsle_ME,US,Substantial,Cessna,421,2,Reciprocating,Fresh_air_llc,IMC,Takeoff,"46.688889, -68.044722",Cessna_421
92960,Accident,2017-10-18,St.Petersburg_FL,US,Substantial,Cessna,402,2,Reciprocating,Noble_air_charter_inc,VMC,Climb,"27.751944, -82.653056",Cessna_402
93174,Accident,1982-03-18,SUNFLOWER_AZ,US,Destroyed,Cessna,401,2,Reciprocating,Air_security_transport_corp.,IMC,Climb,Missing,Cessna_401
93186,Accident,1982-02-03,PHILADELPHIA_PA,US,Minor,Mcdonnell,DC-10,3,Turbo_Fan,United_Airlines,IMC,Takeoff,Missing,Mcdonnell_DC-10
93193,Accident,1979-09-17,Boston_MA,US,Substantial,Mcdonnell,DC9,2,Turbo_Fan,Air_canada,VMC,Climb,"42.445277, -70.758333",Mcdonnell_DC9
93773,Accident,2017-09-30,Arlington_VA,US,Minor,Boeing,737,2,Turbo_Fan,American_Airlines,VMC,Taxi,"38.9, -77.033334",Boeing_737
93779,Accident,2018-08-07,Iliamna_AK,US,Substantial,Cessna,207,1,Reciprocating,Iliamna_air_taxi_inc,VMC,Takeoff,"59.745833, -154.9175",Cessna_207
93782,Accident,2018-06-26,SaltLakeCity_UT,US,Substantial,Learjet_inc,60,2,Turbo_Fan,Federal_aviation_administration,VMC,Taxi,"40.788333, -111.977778",Learjet_inc_60
93784,Accident,2018-06-13,Anchorage_AK,US,Destroyed,Cessna,207,1,Reciprocating,Spernak_airways_inc,VMC,Other,"61.270834, -150.552222",Cessna_207
93787,Accident,2015-10-21,Dallas_TX,US,Missing,Boeing,757,2,Turbo_Fan,American_Airlines,UNK,Standing,"32.897222, -97.037777",Boeing_757
93789,Accident,2015-10-13,Boise_ID,US,Substantial,Cessna,T210K,1,Reciprocating,Sp_aircraft,VMC,Descent,"43.572223, -116.240555",Cessna_T210K
93790,Accident,2015-10-09,PoundRidge_NY,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,UNK,Cruise,"41.239166, -73.579723",Boeing_737
93796,Accident,2015-09-10,Gary_IN,US,Substantial,Beech,58,2,Reciprocating,Midwest_air_link_(dba:_midwest_air_link),VMC,Landing,"41.617223, -87.414444",Beech_58
93799,Accident,2015-08-16,Hicksville_NY,US,Destroyed,Beech,C35,1,Reciprocating,Milo_joseph,VMC,Other,"40.754722, -73.501111",Beech_C35
93914,Incident,1982-03-25,DENVER_CO,US,Missing,Gulfstream,G159_C,2,Turbo_Prop,US_Airways,VMC,Approach,Missing,Gulfstream_G159_C
93927,Accident,1982-02-21,PROVIDENCE_RI,US,Destroyed,De_havilland,DHC_6,2,Turbo_Prop,Pilgrim_airlines,VMC,Cruise,Missing,De_havilland_DHC_6
93930,Accident,1982-02-01,ROCKSPRINGS_WY,US,Substantial,Piper,PA-32,1,Reciprocating,Alpine_aviation,IMC,Cruise,Missing,Piper_PA-32
93932,Incident,1982-01-12,CLARKSBURG_WV,US,Minor,Embraer,EMB_145,2,Turbo_Prop,Aeromech_incorporated,VMC,Taxi,Missing,Embraer_EMB_145
93940,Accident,2011-01-06,Springfield_IL,US,Substantial,Gates_learjet_corp.,35A,2,Turbo_Fan,Priester_aviation_llc,VMC,Approach,"39.844166, -89.678056",Gates_learjet_corp._35A
93963,Accident,2010-08-21,KatmaiNationalPark_AK,US,Substantial,Dehavilland,DHC_2,1,Reciprocating,Branch_river_air_service,VMC,Unknown,"58.974167, -153.430556",Dehavilland_DHC_2
94095,Accident,2017-02-14,Rattan_OK,US,Substantial,Beech,C90A,2,Turbo_Prop,Eaglemed_llc,IMC,Other,"34.238611, -95.253889",Beech_C90A
94457,Accident,2003-09-02,Jamaica_NY,US,Substantial,Mcdonnell,DC_9_82,2,Turbo_Jet,American_Airlines,VMC,Taxi,"40.635555, -73.773889",Mcdonnell_DC_9_82
94508,Accident,2014-06-09,Chitina_AK,US,Substantial,Cessna,U206C,1,Reciprocating,Copper_valley_air_service,VMC,Other,"61.515556, -144.440277",Cessna_U206C
94535,Accident,2016-08-09,NewYork_NY,US,Substantial,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"40.64, -73.78",Boeing_737
94536,Accident,2016-08-04,Baltimore_MD,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Taxi,"39.0, -76.0",Boeing_737
94557,Accident,2015-08-02,Chicago_IL,US,Substantial,Cessna,208,1,Turbo_Prop,"Multi_aero,_inc._(dba:_air_choice_one,_inc.)",IMC,Taxi,"41.966945, -87.894166",Cessna_208
94572,Accident,2015-05-23,Atlanta_GA,US,Missing,Airbus,A320,2,Turbo_Fan,Delta_Airlines,VMC,Takeoff,"33.636666, -84.427778",Airbus_A320
94575,Accident,2017-03-09,Dallas-FortWorth(DFW)_TX,US,Minor,Mcdonnell,DC_9_83(MD_83),2,Turbo_Fan,American_Airlines,IMC,Cruise,"32.9, -97.040555",Mcdonnell_DC_9_83(MD_83)
94586,Accident,2016-11-18,Elko_NV,US,Destroyed,Piper,PA_31,2,Turbo_Prop,American_Airlines,VMC,Takeoff,"40.833889, -115.783056",Piper_PA_31
94597,Accident,2014-08-18,Reykjavik_Iceland,Iceland,Missing,Boeing,767,2,Turbo_Fan,United_Airlines,VMC,Cruise,"58.0, -30.0",Boeing_767
94628,Accident,1982-01-05,SPRINGERVILLE_AZ,US,Substantial,Cessna,TR182,1,Reciprocating,Joel_frederick's_monarch_air,VMC,Taxi,Missing,Cessna_TR182
94643,Incident,1982-06-08,GILLETTE_WY,US,Missing,Grumman,G_159C,2,Turbo_Prop,US_Airways,VMC,Landing,Missing,Grumman_G_159C
94644,Accident,1982-06-04,WICHITA_KS,US,Substantial,Beech,65_90,2,Turbo_Prop,"Midwest_piper_flight,_inc",VMC,Takeoff,Missing,Beech_65_90
94742,Accident,2005-10-05,Jacksonville_FL,US,Substantial,Beech,58,2,Reciprocating,Ram_air_freight_inc,IMC,Landing,"30.336389, -81.514444",Beech_58
95017,Accident,2015-06-27,Anchorage_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Lake_and_pen_air_(dba:_lake_and_pen_air),VMC,Landing,"61.215278, -149.838889",Cessna_U206G
95032,Accident,2012-04-15,BuenaVista_CO,US,Minor,Airbus,A319,2,Turbo_Jet,US_Airways,VMC,Descent,"38.835, -106.278889",Airbus_A319
95041,Accident,2012-02-02,Anchorage_AK,US,Missing,Antonov,AN124,4,Turbo_Fan,Volga_dnepr,VMC,Cruise,"61.173334, -149.983334",Antonov_AN124
95117,Accident,2015-12-26,SanDiego_CA,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Approach,"32.868334, -116.55",Boeing_737
95180,Incident,2012-08-29,KansasCity_MO,US,Minor,British_aerospace,BAE_JETSTREAM_3101,2,Turbo_Prop,M2_aircraft_management_llc,VMC,Takeoff,"39.122778, -94.592777",British_aerospace_BAE_JETSTREAM_3101
95919,Accident,2013-09-29,Reno_NV,US,Missing,Bombardier,DHC_8_402,2,Turbo_Prop,Horizon_air_industries_inc,VMC,Approach,"39.498889, -119.768056",Bombardier_DHC_8_402
95924,Incident,2013-09-12,Austin_TX,US,Minor,Pilatus_aircraft_ltd,PC_12/47E,1,Turbo_Prop,"Flightime_business_jets,_llc",VMC,Standing,"30.194444, 97.669723",Pilatus_aircraft_ltd_PC_12/47E
95926,Accident,2013-09-07,MentastaLake_AK,US,Substantial,Cessna,185,1,Reciprocating,Copper_valley_air_service_llc,VMC,Landing,"62.738611, -143.003611",Cessna_185
95947,Accident,2013-06-04,Petersburg_AK,US,Substantial,Dehavilland,BEAVER_DHC_2_MK.1,1,Reciprocating,Pacific_wings_llc,VMC,Other,"56.784722, -132.568056",Dehavilland_BEAVER_DHC_2_MK.1
95956,Accident,2015-03-10,Muskegon_MI,US,Substantial,Cessna,208,1,Turbo_Prop,Martinaire_Aviation,IMC,Approach,"43.1725, -86.228334",Cessna_208
95959,Accident,2015-02-15,Denver_CO,US,Substantial,Beech,58,2,Reciprocating,Gta_air_inc,IMC,Takeoff,"39.57, -104.849444",Beech_58
96700,Accident,2011-10-19,NewYork_NY,US,Missing,Boeing,767,2,Turbo_Jet,US_Airways,IMC,Climb,"40.639722, -73.778889",Boeing_767
96707,Accident,2011-09-10,Yakota_Japan,Japan,Missing,Mcdonnell,DC_8_62F,4,Turbo_Jet,Air_transport_international_llc_(dba:_air_transport_international),IMC,Other,"21.0, 127.25",Mcdonnell_DC_8_62F
96778,Accident,2011-05-23,MonumentValley_UT,US,Substantial,Cessna,T207,1,Reciprocating,Grand_canyon_airlines,VMC,Takeoff,"37.016667, -110.206944",Cessna_T207
96829,Accident,2017-12-05,Cheboygan_MI,US,Substantial,Piper,PA-32,1,Reciprocating,Great_Lakes,VMC,Landing,"45.654167, -84.513889",Piper_PA-32
96866,Accident,2013-01-11,Alexandria_MN,US,Substantial,Beech,65_B80,2,Reciprocating,Bemidji_Aviation,IMC,Landing,"45.8625, -95.4",Beech_65_B80
96880,Incident,2015-10-02,Russianairspace_Japan,Japan,Minor,Boeing,747,4,Turbo_Fan,Delta_Airlines,UNK,Cruise,"55.216389, 160.109722",Boeing_747
96884,Accident,2015-09-18,Bethel_AK,US,Substantial,Helio,H_395,1,Reciprocating,Renfro's_alaskan_adventures_(dba:_renfro's_alaskan_adventures_inc.),VMC,Takeoff,"61.490833, -162.410278",Helio_H_395
97302,Accident,2014-07-25,BoulderCity_NV,US,Minor,Dehavilland,DHC_6_300,2,Turbo_Prop,Grand_canyon_airlines,VMC,Taxi,"35.9475, -114.855",Dehavilland_DHC_6_300
97449,Accident,2008-10-14,Portland_OR,US,Substantial,Piper,PA_31,2,Reciprocating,Ameriflight_Airlines,VMC,Takeoff,"45.588611, -112.5975",Piper_PA_31
97495,Accident,2007-12-18,Bethel_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Arctic_circle_air_service_inc.,VMC,Climb,"60.795, -161.888333",Cessna_208
97901,Accident,2014-09-24,HolyCross_AK,US,Substantial,Piper,PA_12,1,Reciprocating,Matthew_thoft,VMC,Standing,"62.201389, -161.572223",Piper_PA_12
97915,Incident,2014-07-11,LosAngeles_CA,US,Minor,Boeing,767,2,Turbo_Fan,Delta_Airlines,UNK,Takeoff,"33.941666, -118.408333",Boeing_767
97966,Accident,2012-05-07,Culebra_PR,US,Substantial,Cessna,172,1,Reciprocating,Isla_grande_flying_sch00l_and_service_corporation,VMC,Takeoff,"18.313056, -65.304167",Cessna_172
